uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description,pfam,Version_added,biosynthetic_pathway,biosynthetic_pathway_desc,Annotation_review_priority
Q96PX8,SLIK1_HUMAN,False,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
Q01959,SC6A3_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P08311,CATG_HUMAN,True,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
P20711,DDC_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P48443,RXRG_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P48167,GLRB_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P08686,CP21A_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P21980,TGM2_HUMAN,True,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
P42261,GRIA1_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P15121,ALDR_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
Q7RTT9,S29A4_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
Q13224,NMDE2_HUMAN,True,False,False,,False,True,,False,False,,To_add,,,PF01094;PF00060;PF10613;PF10565;,v4.0.0,False,,Normal
Q9UBM7,DHCR7_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
O60242,AGRB3_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
Q9Y6H8,CXA3_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
Q9H5Y7,SLIK6_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P23435,CBLN1_HUMAN,True,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
P31641,SC6A6_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
O00341,EAA5_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P07202,PERT_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
O00533,NCHL1_HUMAN,True,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
Q9H8P0,PORED_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P48664,EAA4_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P41586,PACR_HUMAN,True,False,False,,False,True,,False,False,,To_add,,,PF00002;PF02793;,v4.0.0,False,,Normal
O94910,AGRL1_HUMAN,True,False,False,,False,True,,False,False,,To_add,,,PF00002;PF16489;PF02140;PF01825;PF02793;PF02354;PF02191;,v4.0.0,False,,Normal
P37058,DHB3_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P47870,GBRB2_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P48066,S6A11_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P34903,GBRA3_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
Q9NZ94,NLGN3_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
Q8NFZ4,NLGN2_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
Q86UE6,LRRT1_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P43004,EAA2_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P41594,GRM5_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P36382,CXA5_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
Q16647,PTGIS_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
Q06520,ST2A1_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P05305,EDN1_HUMAN,False,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
Q13255,GRM1_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P31644,GBRA5_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
Q9H4A9,DPEP2_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
Q5VWW1,C1QL3_HUMAN,False,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
O00222,GRM8_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
Q7Z5L3,C1QL2_HUMAN,False,False,True,,True,False,,False,,,,,,,v4.1.0,False,,Normal
P34896,GLYC_HUMAN,False,False,False,,False,False,,False,,,,,,,v4.1.0,True,Transferase,Normal
O95490,AGRL2_HUMAN,False,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P49888,ST1E1_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P50225,ST1A1_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
Q16572,VACHT_HUMAN,False,False,False,,False,False,,False,,,,,,,v4.1.0,False,,High
Q05586,NMDZ1_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
Q9BPW9,DHRS9_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
Q92633,LPAR1_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
Q13003,GRIK3_HUMAN,True,False,False,,False,True,,False,,,,,,,v4.1.0,False,,Normal
P11086,PNMT_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
P31645,SC6A4_HUMAN,True,False,False,,False,False,,False,,,,,,,v4.1.0,False,,Normal
P09960,LKHA4_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,,v4.0.0,False,,Normal
